"absence-seizure","Tidur cukup 6–8 jam sehari"
"absence-seizure","Mengelola stres dengan baik"
"absence-seizure","Mengonsumsi makanan yang tinggi serat"
"abses-anus","Benjolan Pada Testis dan Abses Anal"
"abses-anus","Benjolan di Anus Berulang Pada Anak"
"abses-gusi","Lakukan pemeriksaan rutin dan pembersihan karang gigi ke dokter gigi setiap enam bulan sekali."
"abses-gusi","Terapkan kebiasaan sehat dengan menyikat gigi dua kali sehari. Hal ini akan mencegah sisa makanan menempel terlalu lama pada gigi maupun celah di antara gigi."
"abses-gusi","Bila menemukan suatu benjolan pada gusi yang tidak hilang dalam tiga hari, sebaiknya langsung periksakan ke dokter gigi. Jangan menunda hingga keadaan memburuk."
"abses-otak","Nyeri kepala hebat yang tidak reda dengan antinyeri biasa"
"abses-otak","Penurunan kesadaran"
"abses-otak","Kelemahan satu sisi tubuh"
"abses-otak","Bicara tidak jelas atau meracau"
"abses-otak","Demam tinggi >38oC"
"abses-otak","Kejang"
"abses-otak","Mual dan muntah"
"abses-otak","Leher kaku"
"abses-otak","Penglihatan ganda"
"abses-payudara","Benjolan atau pembengkakan yang disertai nyeri pada payudara"
"abses-payudara","Nyeri pada payudara yang terlibat"
"abses-payudara","Kemerahan dan rasa hangat pada bagian payudara yang terlibat"
"abses-payudara","Demam"
"acanthosis-nigricans","Jaga berat badan agar tetap berada dalam rentang ideal"
"acanthosis-nigricans","Mengonsumsi makanan tinggi serat dan rendah lemak"
"acanthosis-nigricans","Olahraga teratur"
"acanthosis-nigricans","Menghindari paparan asap rokok dan stres"
"achalasia","disfagia (kesulitan menelan atau merasa ada ganjalan di kerongkongan)"
"achalasia","regurgitasi atau asam lambung balik"
"achalasia","batuk-batuk"
"achalasia","sering tersedak"
"achalasia","nyeri dada atau rasa tidak nyaman"
"achalasia","nyeri ulu hati"
"achalasia","penurunan berat badan"
"achalasia","nyeri hebat atau rasa tidak nyaman ketika setelah makan"
"acrophobia","Serangan panik saat berada pada ketinggian. Rasa panik ini biasanya disertai dengan gejala bernafas cepat, ngos-ngosan, detak jantung yang tidak teratur, berkeringat, rasa mual, gemetar, pingsan atau merasa pusing, dan sebagainya."
"acrophobia","Rasa takut yang kuat saat mendaki, menuruni, atau berada pada ketinggian."
"acrophobia","Rasa cemas yang muncul saat akan menuju tempat yang tinggi."
"acrophobia","Timbul reaksi mendadak saat berada pada ketinggian, misalnya berlutut, mencari sesuatu untuk dipegang, dan sebagainya."
"acrophobia","Menghindari ketinggian (seseorang bisa menolak bekerja di gedung tinggi, atau menolak bertemu teman yang tinggal di lantai apartemen tinggi, dan sebagainya)."
"acrophobia","Pada beberapa kasus juga bisa muncul serangan vertigo."
"acrophobia","Menyadari ketakutan tersebut tidak relevan."
"adenomiosis","Perdarahan menstruasi yang berlebih atau memanjang"
"adenomiosis","Kram yang sangat berat atau nyeri yang tajam pada panggul saat mengalami menstruasi (dismenorea)"
"adenomiosis","Nyeri panggul yang kronis"
"adhd","Terapi obat-obatan. Obat yang biasanya diberikan adalah obat golongan methylphenidate, dexamfetamine, lisdexamfetamine, dan atomoxetine."
"adhd","Terapi nutrisi dan diet. Orang-orang yang menderita ADHD harus menerapkan diet yang bernutrisi tinggi dan seimbang. Hindari konsumsi makanan yang mengandung pengawet atau pewarna buatan."
"adhd","Suplemen. Beberapa studi menunjukkan bahwa omega-3 dan omega-6 bisa memberikan manfaat bagi penderita ADHD."
"adhd","Terapi lainnya. Terapi lain yang bisa dilakukan adalah psikoedukasi, terapi perilaku, terapi sosial, hingga terapi perilaku kognitif."
"aerophobia","Sakit kepala"
"aerophobia","Keringat dingin"
"aerophobia","Berdebar-debar dan denyut jantung cepat"
"aerophobia","Sesak napas"
"aerophobia","Nyeri perut"
"aerophobia","Sulit berkonsentrasi"
"afasia","afasia global: merupakan jenis afasia yang paling parah. Seseorang dengan afasia global hanya mampu memproduksi beberapa kata yang dapat dimengerti dan tidak dapat atau hanya sedikit mengerti apabila diajak berbicara. Penderita afasia ini tidak mampu membaca maupun menulis."
"afasia","afasia Broca (non-fluent aphasia): pada bentuk afasia ini, pembicaraan sangat terbatas dan biasanya dalam penyampaian bahasa penderita menggunakan kata-kata singkat (biasa kurang dari empat buah kata)."
"agoraphobia","Bepergian sendiri"
"agoraphobia","Berada di tempat umum yang ramai"
"agoraphobia","Berada dalam situasi yang memalukan"
"agranulositosis","Demam yang timbul tiba-tiba"
"agranulositosis","Menggigil"
"agranulositosis","Nyeri tenggorok"
"agranulositosis","Kelemahan pada ekstremitas"
"agranulositosis","Nyeri pada rongga mulut dan gusi"
"agranulositosis","Sariawan"
"agranulositosis","Gusi berdarah"
"aids","diare berkepanjangan"
"aids","mual dan muntah"
"aids","keringat dingin pada malam hari"
"aids","demam"
"aids","batuk persisten"
"aids","masalah kulit dan mulut seperti infeksi jamur"
"aids","infeksi berulang dan sering"
"aids","terkena penyakit serius"
"aids","kelemahan dan kelelahan berlebihan"
"aids","penurunan berat badan"
"akalasia","Rasa nyeri atau tidak nyaman pada dada"
"akalasia","Penurunan berat badan yang tidak disengaja"
"akalasia","Nyeri ulu hati"
"akalasia","Nyeri atau ketidaknyamanan yang berlebih setelah makan"
"akantonis-nigrikans","Lesi kulit berwarna kehitaman, disertai penebalan kulit, dan dapat terasa seperti beludru pada perabaan."
"akantonis-nigrikans","Sering kali lesi hitam ditemukan pada area lipatan, seperti selangkangan, ketiak, dan leher belakang."
"akantonis-nigrikans","Terkadang disertai keluhan gatal."
"akantonis-nigrikans","Dapat disertai skin tag (semacam jaringan tumbuh) pada lesi kulit atau area sekitar lesi."
"akantonis-nigrikans","Akantosis nigrikans yang disebabkan keganasan tidak berbeda penampilannya dari akantosis nigrikans karena sebab lainnya."
"akathisia","Mengetukkan kaki lantai berulang-ulang"
"akathisia","Menggerakkan tubuh ke depan dan ke belakang saaat berdiri atau duduk"
"akathisia","Berjalan di tempat"
"akathisia","Menyilangkan tungkai kaki berganti-gantian (tungkai kanan di atas tungkai kiri, kemudian tungkai kiri di atas tungkai kanan) saat sedang duduk"
"akathisia","Mondar-mandir tanpa tujuan yang jelas"
"akromegali","pembengkakan pada tangan dan kaki (perhatikan ukuran cincin atau sepatu yang berubah)"
"akromegali","perubahan wajah: alis dan rahang bawah menonjol, terdapat ruang antar gigi, bibir bawah dan hidung yang membesar"
"akromegali","nyeri sendi"
"akromegali","kulit pada area wajah dan ekstremitas terasa kasar dan berminyak"
"akromegali","kuku tebal dan keras"
"akromegali","kerutan pada dahi dan area sekitar hidung-mulut menjadi lebih dalam"
"akromegali","pori-pori kulit yang tampak membesar dan terjadi hiperpigmentasi"
"akromegali","kelopak mata tebal dan bengkak"
"akromegali","keringat berlebih"
"akromegali","tekanan darah tinggi"
"akromegali","sakit kepala"
"akromegali","gangguan penglihatan"
"akromegali","kelainan pada siklus haid, terkadang disertai keluarnya cairan dari payudara"
"akromegali","disfungsi ereksi"
"akromegali","menurunnya libido"
"badan-lemas","bibir kering"
"badan-lemas","pucat"
"badan-lemas","berkeringat"
"badan-lemas","demam"
"badan-lemas","nyeri otot"
"badan-lemas","apatis atau kurang motivasi"
"badan-lemas","mengantuk atau kelelahan ketika siang hari"
"badan-lemas","sulit untuk berkonsentrasi atau mempelajari hal yang baru"
"badan-lemas","masalah pencernaan seperti begah, nyeri perut, konstipasi, dan diare"
"badan-lemas","nyeri kepala"
"badan-lemas","iritasi dan mood berubah"
"badan-lemas","respons yang lambat"
"badan-lemas","gangguan penglihatan atau pandangan kabur"
"bakteremia","menggigil"
"bakteremia","demam"
"bakteremia","nafas cepat"
"bakteremia","detak jantung cepat"
"bakteremia","kebingungan"
"bakteremia","mual dan muntah"
"bakteremia","bintik merah pada kulit"
"bakteremia","jumlah bak yang sedikit"
"bakteremia","peredaran darah yang tidak cukup (syok)"
"balanitis","Kemerahan dan bengkak pada kepala penis"
"balanitis","Penis berbau"
"balanitis","Rasa gatal atau perih pada kepala penis"
"balanitis","Adanya nanah di bawah kulup penis"
"balanitis","Nyeri saat buang air kecil"
"barotrauma","4 Gangguan Telinga yang Paling Sering Terjadi"
"barotrauma","Kenali Gangguan Pendengaran Saat Olahraga Menyelam"
"barotrauma","5 Tips Atasi Nyeri Telinga Saat Naik Pesawat"
"barotrauma","Nyeri Telinga Saat Naik Pesawat, Apa Solusinya?"
"barotrauma","Mengenal Barotrauma, Gangguan Telinga yang Menyerang Para Penyelam"
"batu-empedu","Gamma GT Meningkat"
"batu-empedu","Pengobatan batu empedu"
"batu-empedu","Pengobatan Batu Empedu"
"batu-empedu","Trigliserida Tinggi"
"batu-empedu","Pengobatan Batu Empedu"
"batu-ginjal","Nyeri punggung bawah yang berkepanjangan, kadang terasa sampai selangkangan. Pada penderita pria, nyeri juga terasa pada testis dan skrotum."
"batu-ginjal","Sakit perut bagian samping dengan durasi bervariasi, mulai dari hitungan menit sampai jam."
"batu-ginjal","Gelisah."
"batu-ginjal","Tidak dapat berbaring dengan tenang karena sulit mencari posisi yang nyaman."
"batu-ginjal","Mual."
"batu-ginjal","Lebih sering buang air kecil dari biasanya."
"batu-ginjal","Sakit saat buang air kecil."
"batu-kandung-kemih","nyeri perut bawah, bisa juga dirasakan pada kelamin"
"batu-kandung-kemih","nyeri atau kesulitan saat berkemih"
"batu-kandung-kemih","frekuensi berkemih yang lebih sering, terutama malam hari"
"batu-kandung-kemih","kesulitan memulai berkemih ("
"batu-kandung-kemih","pancaran urine yang berhenti dan muncul kembali saat berkemih"
"batu-kandung-kemih","urine yang keruh atau berwarna gelap"
"batu-kandung-kemih","adanya darah pada urine"
"batuk-batuk","tenggorokan gatal pada batuk kering"
"batuk-batuk","banyak lendir atau dahak pada batuk berdahak"
"batuk-batuk","meriang atau menggigil"
"batuk-batuk","bersin-bersin atau pilek atau hidung tersumbat"
"batuk-batuk","nyeri kepala"
"batuk-darah","Batuk Darah"
"batuk-darah","Penyebab Batuk Darah"
"batuk-darah","Batuk Darah Saat Pengobatan TBC"
"batuk-darah","Batuk Berdarah"
"batuk-darah","Batuk Darah?"
"batu-kelenjar-air-liur","pembengkakan dan nyeri pada kelenjar air liur, keluhan ini dapat dirasakan saat makan"
"batu-kelenjar-air-liur","peradangan dan infeksi pada kelenjar air liur"
"batu-kelenjar-air-liur","kemerahan pada kelenjar air liur"
"batuk-kronis","Bronkitis kronis: batuk produktif yang lendirnya berwarna kuning keabu-abuan atau kehijauan dapat berlangsung selama tiga bulan dalam setahun dan bisa terjadi setidaknya pada dua tahun berturut-turut."
"batuk-kronis","Postnasal drip: adanya lendir dari belakang hidung ke tenggorokan akibat rinitis (radang selaput hidung) atau sinusitis."
"batuk-kronis","Asma: sesak napas dan kesulitan bernapas dengan adanya suara seperti napas yang terjepit dan berbunyi ngik-ngik atau mengi"
"batuk-kronis","Gastroesofagheal Reflux Disease (GERD): rasa sesak, panas, dan seperti terbakar pada ulu hati dan menjalar ke dada."
"batuk-rejan","6 Alasan Mengapa Anda Batuk Terus-menerus"
"batuk-rejan","Batuk 100 Hari, Ini yang Perlu Anda Tahu"
"bau-mulut-atau-halitosis","Terciumnya aroma napas yang tidak sedap dari dalam mulut"
"bau-mulut-atau-halitosis","Mulut terasa kering"
"bau-mulut-atau-halitosis","Adanya lapisan berwarna putih di permukaan lidah yang memungkinkan bakteri untuk berkembang"
"bayi-berat-lahir-rendah","Bayi berat lahir rendah (BBLR), yaitu berat lahir < 2.500 gram."
"bayi-berat-lahir-rendah","Bayi berat lahir sangat rendah (BBLSR), yaitu berat lahir 1.000 gram sampai < 1.500 gram."
"bayi-berat-lahir-rendah","Bayi berat lahir amat sangat rendah (BBLASR), yaitu berat lahir < 1.000 gram."
"bayi-berat-lahir-sangat-rendah","Perawatan di Neonatal Intensive Care Unit (NICU)"
"bayi-berat-lahir-sangat-rendah","Pengaturan temperatur tempat tidur bayi untuk menjaga suhu tubuh tetap normal dan menghindari hipotermia"
"bayi-berat-lahir-sangat-rendah","Pemberian cairan lewat infus untuk mencegah dehidrasi"
"bayi-berat-lahir-sangat-rendah","Pemberian asi atau nutrisi lain melalui feeding tube"
"bayi-berat-lahir-sangat-rendah","Pemberian terapi sesuai komplikasi yang terjadi. Misalnya pemberian cairan dekstrosa melalui infus bila bayi berpotensi mengalami hipoglikemia atau kadar gula yang rendah."
"bedbugs","bersihkan sampah vacuum cleaner setelah membersihkan rumah"
"bedbugs","cuci seprai dan sarung bantal/ guling dengan air panas"
"bedbugs","meminta bantuan pembasmi serangga profesional"
"benda-asing-pada-esofagus","Timbul nyeri di daerah leher"
"benda-asing-pada-esofagus","Timbul rasa nyeri di punggung"
"benda-asing-pada-esofagus","Merasa seperti tercekik"
"benda-asing-pada-esofagus","Sulit menelan (disfagia), bervariasi tergantung dari ukuran dan bentuk benda asing"
"benda-asing-pada-esofagus","Sesak nafas"
"benda-asing-pada-esofagus","Mengorok"
"benda-asing-pada-mata","Sensasi akan adanya benda asing dalam mata. Hal ini akan membuat Anda ingin berkedip terus-menerus"
"benda-asing-pada-mata","Rasa tidak nyaman"
"benda-asing-pada-mata","Silau saat melihat cahaya"
"benda-asing-pada-mata","Produksi air mata berlebihan"
"benda-asing-pada-mata","Mata merah"
"benda-asing-pada-mata","Nyeri hebat pada mata"
"biang-keringat","Hindari paparan panas. Bila harus bepergian di luar rumah, gunakan payung atau topi untuk mencegah paparan panas yang berlebihan."
"biang-keringat","Gunakan pakaian yang berbahan katun dan longgar yang menyerap keringat. Jika pakaian sudah basah karena keringat, gantilah dengan pakaian yang baru."
"biang-keringat","Jika kulit berkeringat, mandilah dengan air dingin. Jika memungkinkan, bekerja dan beraktivitas pada ruangan dengan udara yang sejuk atau dengan pendingin ruangan."
"biang-keringat","Gunakan losion calamine untuk menyejukkan dan mengurangi iritasi pada kulit."
"cacar-air","Ruam berubah menjadi bintil dan terasa gatal"
"cacar-air","Bintil biasanya berisi cairan, berdinding tipis, dan rentan pecah"
"cacar-air","Setelah beberapa hari, bintil akan mengering dan mengelupas dengan sendirinya"
"cacingan","menemukan cacing dalam feses atau saat buang air besar"
"cacingan","memiliki ruam kemerahan, gatal, dan berbentuk seperti cacing pada kulit"
"cacingan","mengalami diare atau sakit perut selama lebih dari dua minggu"
"cacingan","terkadang juga terdapat keluhan konstipasi/ sembelit"
"cacingan","perut yang terlihat bengkak atau mengalami perut kembung"
"cacingan","mengalami penurunan berat badan tanpa alasan yang jelas"
"cacingan","gatal hebat pada area anus, terutama pada malam hari"
"cacingan","reaksi pada kulit, seperti ruam, biduran, dan reaksi alergi lainnya pada kulit"
"cacingan","rasa gelisah dan kecemasan, timbul karena adanya iritasi akibat zat beracun dan sisa metabolisme cacing kepada sistem saraf pusat manusia"
"cacingan","merasa lelah dan kurang tenaga"
"cacingan","nyeri sendi dan otot"
"cacingan","pada anak dapat timbul gejala tumbuh kembang yang terhambat dan malnutrisi"
"cacingan","kaki gajah"
"cacingan","dan beberapa gejala lain"
"cacing-kremi","gatal atau nyeri seperti ditusuk-tusuk pada area anus, yang umumnya terjadi pada malam hari atau subuh"
"cacing-kremi","kesulitan tidur"
"cacing-kremi","pada wanita cacing dapat bergerak ke vagina dan menyebabkan gatal"
"campak","Demam tinggi, yang umumnya timbul sekitar 10-12 hari setelah seseorang terekspos oleh virus campak."
"campak","Keluhan saluran pernapasan, seperti batuk dan hidung berair."
"campak","Mata kemerahan dan berair."
"campak","Bercak putih di dalam rongga mulut."
"campak","Ruam kemerahan yang cukup khas pada campak dapat timbul sekitar 3- 5 hari setelah gejala lainnya. Biasanya dimulai dari wajah dan leher bagian atas. Dalam periode waktu beberapa hari setelahnya, ruam kemerahan juga timbul pada bagian tubuh lainnya –seperti badan, punggung, tangan, dan kaki. Ruam ini umumnya bertahan selama beberapa hari, lalu mulai menghilang sesuai dengan urutan timbul."
"campak","Terkadang, ruam kemerahan dapat disertai dengan keluhan gatal."
"campak-jerman","Mengenal 7 Penyebab Ketulian"
"campak-jerman","Ini Alasan MUI Akhirnya Membolehkan Vaksin MR"
"campak-jerman","Perlukah Orang Dewasa Menerima Vaksin MR?"
"campak-jerman","Kenali Perbedaan Campak dan Campak Jerman"
"candidiasis","Bercak putih atau kuning pada lidah, bibir, gusi, langit-langit mulut, dan pipi bagian dalam"
"candidiasis","Kemerahan atau nyeri pada mulut dan tenggorokan"
"candidiasis","Rasa seperti ada kapas di dalam mulut"
"candidiasis","Hilangnya pengecapan"
"candidiasis","Tanda retakan atau kemerahan pada sudut mulut"
"candidiasis","Nyeri ketika menelan"
"cantengan","Rendam kaki atau tangan yang mengalami cantengan dengan air hangat selama 10–15 menit 3–4 kali dalam sehari. Tidak perlu menambahkan garam, sabun, antiseptik, atau zat apa pun ke dalam air."
"cantengan","Setelah direndam, cobalah untuk mengangkat bagian tepi kuku yang menancap menggunakan cotton bud. Bila berhasil terangkat, sisipkan kapas atau dental floss untuk mempertahankan bagian tepi kuku tetap terangkat. Cara ini akan menyebabkan rasa nyeri yang cukup hebat, lakukanlah dengan perlahan."
"cantengan","Cuci kaki atau tangan yang terkena dengan air mengalir dan sabun dua kali sehari. Setelah itu, keringkan dengan handuk bersih yang berbahan lembut. Pastikan kaki dalam kondisi kering dan tidak lembap sepanjang hari."
"cantengan","Hindari penggunaan sepatu, usahakan menggunakan sandal hingga cantengan teratasi."
"carpal-tunnel-syndrome","Hipotiroidisme"
"carpal-tunnel-syndrome","Diabetes"
"carpal-tunnel-syndrome","Rheumatoid arthritis"
"carpal-tunnel-syndrome","Kehamilan"
"carpal-tunnel-syndrome","Berulang kali menekuk pergelangan tangan ke bawah"
"carpal-tunnel-syndrome","Membuat gerakan berulang dengan pergelangan tangan"
"carpal-tunnel-syndrome","Gerakan tangan yang dipaksakan"
"carpal-tunnel-syndrome","Bekerja selama berjam- jam dalam posisi yang sama"
"carpal-tunnel-syndrome","Bekerja selama berjam- jam dalam sikap badan yang kurang baik"
"carpal-tunnel-syndrome","Getaran pada tangan"
"cedera-hamstring","rasa nyeri di bagian paha"
"cedera-hamstring","memar"
"cedera-hamstring","bengkak"
"cedera-hamstring","kesulitan menggerakkan otot hamstring"
"cedera-ligamen-lutut-anterior","mendengar atau terasa bunyi “pop” pada lutut"
"cedera-ligamen-lutut-anterior","nyeri dan kesulitan melanjutkan aktivitas"
"cedera-ligamen-lutut-anterior","bengkak dan kondisi tidak stabil pada lutut"
"cedera-ligamen-lutut-anterior","hemarthrosis (adanya darah pada persendian)"
"cedera-saraf-tulang-belakang","berbagai derajat kelumpuhan, seperti tetraplegia atau paraplegia"
"cedera-saraf-tulang-belakang","kesulitan bernapas"
"cedera-saraf-tulang-belakang","masalah pada fungsi buang air kecil dan buang air besar"
"cedera-saraf-tulang-belakang","nyeri kronis"
"cedera-saraf-tulang-belakang","sakit kepala"
"cedera-saraf-tulang-belakang","perubahan mood atau kepribadian"
"cedera-saraf-tulang-belakang","perubahan libido atau fungsi seksual"
"cedera-saraf-tulang-belakang","perubahan sensasi (rasa baal, kesemutan)"
"cegukan","Bayi Cegukan, Gejala Penyakit Apa?"
"cegukan","4 Tips Hentikan Cegukan pada Bayi"
"cegukan","Seputar Cegukan"
"cegukan","Cegukan Setelah Makan Pedas"
"cegukan","5 Cara Menghentikan Cegukan pada Bayi"
"chancroid","Ulkus multipel, dalam, dan nyeri pada kelamin dengan tepi tidak rata. Pada pria umumnya ditemukan pada preputium dan lingkar kepala penis (koronal sulkus). Pada wanita umumnya ditemukan pada vulva, dalam kasus jarang bisa ditemukan pada serviks."
"chancroid","Pada mereka yang melakukan hubungan seksual secara anal, ulkus ini dapat ditemukan di sekitar anus."
"chancroid","Dapat muncul lesi selain pada kelamin akibat inokulasi secara tidak sengaja, misalnya pada jari."
"chancroid","Pembengkakan kelenjar getah bening area selangkangan yang terasa nyeri."
"chancroid","Komplikasi pada pria terbentuknya bubo, fimosis, dan phagadenia (ulkus nekrotik yang berkembang secara cepat pada jaringan penis). Komplikasi pada wanita adalah terbentuknya bubo."
"chikungunya","Demam"
"chikungunya","Sakit kepala"
"chikungunya","Meriang"
"chikungunya","Mual"
"chikungunya","Muntah"
"chikungunya","Lemah"
"chikungunya","Nyeri sendi"
"chikungunya","Bercak kemerahan pada kulit"
"chlamydia","keputihan abnormal"
"chlamydia","rasa terbakar atau nyeri ketika buang air kecil (BAK)"
"chlamydia","nyeri ketika menstruasi"
"chlamydia","perdarahan di antara siklus menstruasi"
"chlamydia","nyeri perut dan demam"
"chlamydia","nyeri ketika berhubungan intim"
"chlamydia","rasa gatal atau terbakar di dalam atau sekitar vagina"
"cholangiocarcinoma","kulit dan mata tampak kuning (ikterik)"
"cholangiocarcinoma","kulit gatal"
"cholangiocarcinoma","feses warna dempul dan urine berwarna gelap"
"cholangiocarcinoma","kehilangan nafsu makan dan penurunan berat badan"
"cholangiocarcinoma","nyeri perut (terutama area kanan atas) dan pembengkakan"
"cholangiocarcinoma","demam tinggi dan menggigil"
"cholangitis","kuning pada kulit atau mata (ikterus)"
"cholangitis","demam"
"cholangitis","nyeri perut kanan atas"
"club-foot","Bagian atas kaki biasanya memutar ke bawah dan ke dalam, sehingga tampak melengkung."
"club-foot","Kaki bisa tampak seolah-olah terbalik."
"club-foot","Otot betis pada kaki yang terkena biasanya lebih kecil."
"club-foot","Kaki yang terkena dampaknya mungkin bisa 1 sentimeter lebih pendek dari kaki yang lain."
"darah-kental","Gatal, terutama setelah mandi dengan air hangat"
"darah-kental","Sakit kepala atau pusing"
"darah-kental","Lemah"
"darah-kental","Keringat berlebih"
"darah-kental","Sesak napas, terutama ketika berbaring"
"darah-kental","Pembengkakan yang disertai nyeri pada satu sendi, seringkali sendi ibu jari kaki"
"darah-kental","Rasa baal atau kebas, kesemutan, kelemahan pada tangan, lengan, tungkai, atau kaki"
"darah-kental","Kembung atau sebah pada perut kiri atas akibat pembesaran organ limpa"
"deep-vein-thrombosis","nyeri, umumnya saat berdiri atau berjalan"
"deep-vein-thrombosis","pembengkakan pada satu sisi kaki"
"deep-vein-thrombosis","kulit teraba panas dan tampak merah pada area DVT"
"defek-septum-ventrikel-ventricular-septal-defect","sesak nafas"
"defek-septum-ventrikel-ventricular-septal-defect","nafas yang cepat dan berat"
"defek-septum-ventrikel-ventricular-septal-defect","mudah lelah saat menyusu"
"defek-septum-ventrikel-ventricular-septal-defect","penambahan berat badan yang sulit dan tumbuh kembang yang terhambat akibat peningkatan kebutuhan kalori"
"defek-septum-ventrikel-ventricular-septal-defect","keringat berlebih akibat peningkatan stimulus saraf simpatetik"
"defek-septum-ventrikel-ventricular-septal-defect","pada kasus lanjut dapat ditemukan sesak, kebiruan, pingsan, nyeri dada, atau batuk darah saat melakukan aktivitas yang cukup tinggi intensitasnya"
"defisiensi-antitrombin","nyeri pada tangan atau kaki"
"defisiensi-antitrombin","bengkak"
"defisiensi-antitrombin","kemerahan atau kebiruan"
"defisiensi-antitrombin","teraba hangat"
"defisiensi-glukosa-6-fosfat-dehidrogenase-g6pd-deficiency","peningkatan suhu tubuh disertai kekuningan pada kulit dan selaput lendir (misalnya jaundice atau kekuningan pada mata)"
"defisiensi-glukosa-6-fosfat-dehidrogenase-g6pd-deficiency","pembesaran limpa (splenomegali)"
"defisiensi-glukosa-6-fosfat-dehidrogenase-g6pd-deficiency","air seni berwarna kuning-oranye gelap"
"defisiensi-glukosa-6-fosfat-dehidrogenase-g6pd-deficiency","pucat, kelelahan, penurunan kondisi umum tubuh"
"defisiensi-glukosa-6-fosfat-dehidrogenase-g6pd-deficiency","napas yang berat dan cepat"
"defisiensi-glukosa-6-fosfat-dehidrogenase-g6pd-deficiency","nadi yang teraba lemah dan cepat"
"defisiensi-protein-c","Purpura fulminans: merupakan kondisi mengancam nyawa yang ditemukan pada bayi dengan kasus berat defisiensi protein C. Gejala muncul berupa timbulnya bekuan darah pada pembuluh darah kecil di seluruh tubuh."
"defisiensi-protein-c","Deep vein thrombosis (DVT): pembentukan bekuan darah pada vena dalam (misalnya pada lengan, kaki, atau otak). Waspadai gejala kram dan nyeri pada lengan atau kaki, perubahan warna kulit menjadi kemerahan atau keunguan, pembengkakan, dan teraba panas pada area yang nyeri."
"defisiensi-protein-c","Kelainan pada pigmentasi kulit."
"defisiensi-protein-c","Gangrene: kondisi di mana jaringan tubuh mati karena tidak mendapat pasokan darah yang cukup."
"defisiensi-protein-c","Emboli pulmoner: merupakan salah satu komplikasi berbahaya dari DVT, saat bekuan darah terbentuk pada vena paru-paru. Waspadai gejala sesak napas, nyeri dada, detak jantung cepat, pingsan, hingga batuk darah."
"defisiensi-protein-c","Risiko dalam kehamilan, terutama berkaitan dengan pembentukan bekuan darah."
"defisiensi-protein-s","nyeri pada tangan atau kaki"
